"A,1 Log Mag"
"Frequency (Hz)","dB",
22148250000, -1.024762e+002,
22148375000, -1.030986e+002,
22148500000, -1.024962e+002,
22148625000, -1.037089e+002,
22148750000, -1.024807e+002,
22148875000, -1.018660e+002,
22149000000, -1.031623e+002,
22149125000, -1.025708e+002,
22149250000, -1.025247e+002,
22149375000, -1.018279e+002,
22149500000, -1.026783e+002,
22149625000, -1.024840e+002,
22149750000, -1.036450e+002,
22149875000, -1.026161e+002,
22150000000, -1.028722e+002,
22150125000, -1.030009e+002,
22150250000, -1.029305e+002,
22150375000, -1.023413e+002,
22150500000, -1.030401e+002,
22150625000, -1.027534e+002,
22150750000, -1.030662e+002,
22150875000, -1.014995e+002,
22151000000, -1.035469e+002,
22151125000, -1.028946e+002,
22151250000, -1.015620e+002,
22151375000, -1.033072e+002,
22151500000, -1.029686e+002,
22151625000, -1.026993e+002,
22151750000, -1.036669e+002,
22151875000, -1.044982e+002,
22152000000, -1.022769e+002,
22152125000, -1.021404e+002,
22152250000, -1.033297e+002,
22152375000, -1.022052e+002,
22152500000, -1.028832e+002,
22152625000, -1.044043e+002,
22152750000, -1.036001e+002,
22152875000, -1.008807e+002,
22153000000, -1.040208e+002,
22153125000, -1.022261e+002,
22153250000, -1.032669e+002,
22153375000, -1.020100e+002,
22153500000, -1.024628e+002,
22153625000, -1.026253e+002,
22153750000, -1.039953e+002,
22153875000, -1.026877e+002,
22154000000, -9.965214e+001,
22154125000, -1.047228e+002,
22154250000, -1.036025e+002,
22154375000, -1.036035e+002,
22154500000, -1.027470e+002,
22154625000, -1.017772e+002,
22154750000, -1.040109e+002,
22154875000, -1.031380e+002,
22155000000, -1.035852e+002,
22155125000, -1.048662e+002,
22155250000, -1.027283e+002,
22155375000, -1.029242e+002,
22155500000, -1.029992e+002,
22155625000, -1.032069e+002,
22155750000, -1.032566e+002,
22155875000, -1.033936e+002,
22156000000, -1.031352e+002,
22156125000, -1.025617e+002,
22156250000, -1.037547e+002,
22156375000, -1.019787e+002,
22156500000, -1.044364e+002,
22156625000, -1.042919e+002,
22156750000, -1.036503e+002,
22156875000, -1.028180e+002,
22157000000, -1.027138e+002,
22157125000, -1.034633e+002,
22157250000, -1.023892e+002,
22157375000, -1.037663e+002,
22157500000, -1.027530e+002,
22157625000, -1.023468e+002,
22157750000, -1.032301e+002,
22157875000, -1.032285e+002,
22158000000, -1.037834e+002,
22158125000, -1.024271e+002,
22158250000, -1.024036e+002,
22158375000, -1.031278e+002,
22158500000, -1.025277e+002,
22158625000, -1.047070e+002,
22158750000, -1.043998e+002,
22158875000, -1.027348e+002,
22159000000, -1.041142e+002,
22159125000, -1.022404e+002,
22159250000, -1.029605e+002,
22159375000, -1.024519e+002,
22159500000, -1.044029e+002,
22159625000, -1.033802e+002,
22159750000, -1.024222e+002,
22159875000, -1.029261e+002,
22160000000, -1.033168e+002,
22160125000, -1.033385e+002,
22160250000, -1.022285e+002,
22160375000, -1.026762e+002,
22160500000, -1.039810e+002,
22160625000, -1.036168e+002,
22160750000, -1.039829e+002,
22160875000, -1.038884e+002,
22161000000, -1.022323e+002,
22161125000, -1.024847e+002,
22161250000, -1.025471e+002,
22161375000, -1.031268e+002,
22161500000, -1.030958e+002,
22161625000, -1.030161e+002,
22161750000, -1.034933e+002,
22161875000, -1.025989e+002,
22162000000, -1.023962e+002,
22162125000, -1.032858e+002,
22162250000, -1.047631e+002,
22162375000, -1.018446e+002,
22162500000, -1.027424e+002,
22162625000, -1.029512e+002,
22162750000, -1.035872e+002,
22162875000, -1.030452e+002,
22163000000, -1.027398e+002,
22163125000, -1.030342e+002,
22163250000, -1.040764e+002,
22163375000, -1.024003e+002,
22163500000, -1.030749e+002,
22163625000, -1.041846e+002,
22163750000, -1.026735e+002,
22163875000, -1.035140e+002,
22164000000, -1.020839e+002,
22164125000, -1.041727e+002,
22164250000, -1.020400e+002,
22164375000, -1.035891e+002,
22164500000, -1.034817e+002,
22164625000, -1.034102e+002,
22164750000, -1.034543e+002,
22164875000, -1.039530e+002,
22165000000, -1.035793e+002,
22165125000, -1.015578e+002,
22165250000, -1.044500e+002,
22165375000, -1.022823e+002,
22165500000, -1.038317e+002,
22165625000, -1.032657e+002,
22165750000, -1.033461e+002,
22165875000, -1.033005e+002,
22166000000, -1.035597e+002,
22166125000, -1.028485e+002,
22166250000, -1.037414e+002,
22166375000, -1.022227e+002,
22166500000, -1.036070e+002,
22166625000, -1.030713e+002,
22166750000, -1.022303e+002,
22166875000, -1.025920e+002,
22167000000, -1.025396e+002,
22167125000, -1.016324e+002,
22167250000, -1.030048e+002,
22167375000, -1.037656e+002,
22167500000, -1.028322e+002,
22167625000, -1.032716e+002,
22167750000, -1.042942e+002,
22167875000, -1.018901e+002,
22168000000, -1.017148e+002,
22168125000, -1.043370e+002,
22168250000, -1.029966e+002,
22168375000, -1.033293e+002,
22168500000, -1.025143e+002,
22168625000, -1.023222e+002,
22168750000, -1.019668e+002,
22168875000, -1.030191e+002,
22169000000, -1.036290e+002,
22169125000, -1.027137e+002,
22169250000, -1.035776e+002,
22169375000, -1.027661e+002,
22169500000, -1.039690e+002,
22169625000, -1.041654e+002,
22169750000, -1.031529e+002,
22169875000, -1.018574e+002,
22170000000, -8.100588e+001,
22170125000, -1.042135e+002,
22170250000, -1.026200e+002,
22170375000, -1.019080e+002,
22170500000, -1.032490e+002,
22170625000, -1.019557e+002,
22170750000, -1.048636e+002,
22170875000, -1.024482e+002,
22171000000, -1.040543e+002,
22171125000, -1.032362e+002,
22171250000, -1.021626e+002,
22171375000, -1.030186e+002,
22171500000, -1.031597e+002,
22171625000, -1.019557e+002,
22171750000, -1.028173e+002,
22171875000, -1.019715e+002,
22172000000, -1.017128e+002,
22172125000, -1.014796e+002,
22172250000, -1.024295e+002,
22172375000, -1.034323e+002,
22172500000, -1.036847e+002,
22172625000, -1.034007e+002,
22172750000, -1.042149e+002,
22172875000, -1.051023e+002,
22173000000, -1.033396e+002,
22173125000, -1.025565e+002,
22173250000, -1.025232e+002,
22173375000, -1.023635e+002,
22173500000, -1.054036e+002,
22173625000, -1.032115e+002,
22173750000, -1.060430e+002,
22173875000, -1.033206e+002,
22174000000, -1.029864e+002,
22174125000, -1.027814e+002,
22174250000, -1.045557e+002,
22174375000, -1.029134e+002,
22174500000, -1.025929e+002,
22174625000, -1.035577e+002,
22174750000, -1.049537e+002,
22174875000, -1.035386e+002,
22175000000, -1.021908e+002,
22175125000, -1.035679e+002,
22175250000, -1.023726e+002,
22175375000, -1.021483e+002,
22175500000, -1.033604e+002,
22175625000, -1.037725e+002,
22175750000, -1.036644e+002,
22175875000, -1.031416e+002,
22176000000, -1.031101e+002,
22176125000, -1.038242e+002,
22176250000, -1.032599e+002,
22176375000, -1.028208e+002,
22176500000, -1.022529e+002,
22176625000, -1.038737e+002,
22176750000, -1.020523e+002,
22176875000, -1.028736e+002,
22177000000, -1.027046e+002,
22177125000, -1.030179e+002,
22177250000, -1.023729e+002,
22177375000, -1.030275e+002,
22177500000, -1.028889e+002,
22177625000, -1.023387e+002,
22177750000, -1.024068e+002,
22177875000, -1.024286e+002,
22178000000, -1.033821e+002,
22178125000, -1.037932e+002,
22178250000, -1.026002e+002,
22178375000, -1.036468e+002,
22178500000, -1.023742e+002,
22178625000, -1.045078e+002,
22178750000, -1.029161e+002,
22178875000, -1.044675e+002,
22179000000, -1.035727e+002,
22179125000, -1.034209e+002,
22179250000, -1.020444e+002,
22179375000, -1.031335e+002,
22179500000, -1.052446e+002,
22179625000, -1.044391e+002,
22179750000, -1.034226e+002,
22179875000, -1.034732e+002,
22180000000, -1.025041e+002,
22180125000, -1.031589e+002,
22180250000, -1.017345e+002,
22180375000, -1.020797e+002,
22180500000, -1.031638e+002,
22180625000, -1.029671e+002,
22180750000, -1.038690e+002,
22180875000, -1.034549e+002,
22181000000, -1.021773e+002,
22181125000, -1.031153e+002,
22181250000, -1.024998e+002,
22181375000, -1.027788e+002,
22181500000, -1.035096e+002,
22181625000, -1.025168e+002,
22181750000, -1.040719e+002,
22181875000, -1.029309e+002,
22182000000, -1.033065e+002,
22182125000, -1.048222e+002,
22182250000, -1.034127e+002,
22182375000, -1.027917e+002,
22182500000, -1.048005e+002,
22182625000, -1.018997e+002,
22182750000, -1.019859e+002,
22182875000, -1.037128e+002,
22183000000, -1.040112e+002,
22183125000, -1.030272e+002,
22183250000, -1.026053e+002,
22183375000, -1.025695e+002,
22183500000, -1.032812e+002,
22183625000, -1.033658e+002,
22183750000, -1.022560e+002,
22183875000, -1.026453e+002,
22184000000, -1.036065e+002,
22184125000, -1.026879e+002,
22184250000, -1.027757e+002,
22184375000, -1.028540e+002,
22184500000, -1.027940e+002,
22184625000, -1.019778e+002,
22184750000, -1.041590e+002,
22184875000, -1.038139e+002,
22185000000, -1.044037e+002,
22185125000, -1.034684e+002,
22185250000, -1.042687e+002,
22185375000, -1.034609e+002,
22185500000, -1.031902e+002,
22185625000, -1.034732e+002,
22185750000, -1.023726e+002,
22185875000, -1.033433e+002,
22186000000, -1.031964e+002,
22186125000, -1.040220e+002,
22186250000, -1.013609e+002,
22186375000, -1.016875e+002,
22186500000, -1.024296e+002,
22186625000, -1.022115e+002,
22186750000, -1.044794e+002,
22186875000, -1.025862e+002,
22187000000, -1.018761e+002,
22187125000, -1.036762e+002,
22187250000, -1.033578e+002,
22187375000, -1.035878e+002,
22187500000, -1.028580e+002,
22187625000, -1.042231e+002,
22187750000, -1.033310e+002,
22187875000, -1.017877e+002,
22188000000, -1.029816e+002,
22188125000, -1.038569e+002,
22188250000, -1.020958e+002,
22188375000, -1.027737e+002,
22188500000, -1.032046e+002,
22188625000, -1.044110e+002,
22188750000, -1.043992e+002,
22188875000, -1.033825e+002,
22189000000, -1.031370e+002,
22189125000, -1.033373e+002,
22189250000, -1.052650e+002,
22189375000, -1.033538e+002,
22189500000, -1.044585e+002,
22189625000, -1.027897e+002,
22189750000, -1.024013e+002,
22189875000, -1.035391e+002,
22190000000, -1.022833e+002,
22190125000, -1.034439e+002,
22190250000, -1.039329e+002,
22190375000, -1.038183e+002,
22190500000, -1.034563e+002,
22190625000, -1.012343e+002,
22190750000, -1.030874e+002,
22190875000, -1.027697e+002,
22191000000, -1.026768e+002,
22191125000, -1.034306e+002,
22191250000, -1.026926e+002,
22191375000, -1.031948e+002,
22191500000, -1.041401e+002,
22191625000, -1.030745e+002,
22191750000, -1.033520e+002,
22191875000, -1.037667e+002,
22192000000, -1.033257e+002,
22192125000, -1.024210e+002,
22192250000, -1.017368e+002,
22192375000, -1.040124e+002,
22192500000, -1.020609e+002,
22192625000, -1.039468e+002,
22192750000, -1.024629e+002,
22192875000, -1.034537e+002,
22193000000, -1.030753e+002,
22193125000, -1.032680e+002,
22193250000, -1.026444e+002,
22193375000, -1.018683e+002,
22193500000, -1.031087e+002,
22193625000, -1.023124e+002,
22193750000, -1.043143e+002,
22193875000, -1.029616e+002,
22194000000, -1.042226e+002,
22194125000, -1.040173e+002,
22194250000, -1.030186e+002,
22194375000, -1.030439e+002,
22194500000, -1.022626e+002,
22194625000, -1.033165e+002,
22194750000, -1.048005e+002,
22194875000, -1.033027e+002,
22195000000, -1.034500e+002,
22195125000, -1.035926e+002,
22195250000, -1.031547e+002,
22195375000, -1.027865e+002,
22195500000, -1.034930e+002,
22195625000, -1.021888e+002,
22195750000, -1.035106e+002,
22195875000, -1.025612e+002,
22196000000, -1.050141e+002,
22196125000, -1.019900e+002,
22196250000, -1.030005e+002,
22196375000, -1.032493e+002,
22196500000, -1.025900e+002,
22196625000, -1.035371e+002,
22196750000, -1.029379e+002,
22196875000, -1.034728e+002,
22197000000, -1.032222e+002,
22197125000, -1.026390e+002,
22197250000, -1.024370e+002,
22197375000, -1.035476e+002,
22197500000, -1.022813e+002,
22197625000, -1.024328e+002,
22197750000, -1.045996e+002,
22197875000, -1.040356e+002,
22198000000, -1.026081e+002,
22198125000, -1.029871e+002,
22198250000, -1.026148e+002,
22198375000, -1.023507e+002,
22198500000, -1.048388e+002,
22198625000, -1.034009e+002,
22198750000, -1.040295e+002,
22198875000, -1.030365e+002,
22199000000, -1.021499e+002,
22199125000, -1.038091e+002,
22199250000, -1.027472e+002,
22199375000, -1.032996e+002,
22199500000, -1.027427e+002,
22199625000, -1.025673e+002,
22199750000, -1.015781e+002,
22199875000, -1.041416e+002,
22200000000, -1.037197e+002,
